port,year,month,operator,bert,shipment,direction,value
Одеський морський порт,2015,Серпень,"Тов ""Металзюкрейн""",8,Руда всяка,Навантаження,21.1
Одеський морський порт,2015,Серпень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,61.549
Одеський морський порт,2015,Серпень,Холодильник,21,Хiмiчнi та мiнеральнi добрива,Розвантаження,1.623
Одеський морський порт,2015,Серпень,Холодильник,21,Iншi тарно-штучнi вантажi,Розвантаження,9.004
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,23.023
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",12,Будiвельнi,Навантаження,44.85
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",13,Чорнi метали - чавун,Навантаження,70.0
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,27.866
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",14,Чорнi метали -металопрокат,Навантаження,4.417
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",25,Чорнi метали -металопрокат,Навантаження,7.137
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",26,Чорнi метали -металопрокат,Навантаження,1.278
Одеський морський порт,2015,Серпень,"Тов ""Новолог""",9,Чорнi метали -металопрокат,Навантаження,9.709
Одеський морський порт,2015,Серпень,"Тов ""Новотех-термінал""",10,Чорнi метали -металопрокат,Навантаження,6.098
Одеський морський порт,2015,Серпень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,12.325
Одеський морський порт,2015,Серпень,"Тов ""Новотех-термінал""",25,Хлiбнi - з них:   зерно,Навантаження,58.419
Одеський морський порт,2015,Серпень,"Тов ""Новотех-термінал""",25,Iншi сипучi вантажi,Навантаження,65.327
Одеський морський порт,2015,Серпень,"Тов ""Новотех-термінал""",25,Чорнi метали -металопрокат,Навантаження,24.309
Одеський морський порт,2015,Серпень,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,65.523
