port,year,month,operator,bert,shipment,direction,value
Одеський морський порт,2015,Травень,"Тов ""Трексім""",10 з,Чорнi метали -брухт,Навантаження,2.684
Одеський морський порт,2015,Травень,"Тов ""ОППК",37,Олiя,Розвантаження,5.386
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,84.145
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,42.849
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",10,Чорнi метали -металопрокат,Навантаження,3.43
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",13,Чорнi метали -металопрокат,Навантаження,14.193
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",25,Чорнi метали -металопрокат,Навантаження,0.461
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,3.717
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",4,Руда всяка,Навантаження,0.203
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",7,Руда всяка,Навантаження,33.025
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,123.837
Одеський морський порт,2015,Травень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,47.088
Одеський морський порт,2015,Травень,Холодильник,21,Iншi тарно-штучнi вантажi,Розвантаження,3.001
Одеський морський порт,2015,Травень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,18.273
Одеський морський порт,2015,Травень,"Тов ""Новолог""",12,Будiвельнi,Навантаження,53.213
Одеський морський порт,2015,Травень,"Тов ""Новолог""",13,Чорнi метали - чавун,Навантаження,9.212
Одеський морський порт,2015,Травень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,80.649
Одеський морський порт,2015,Травень,"Тов ""Новолог""",22,Чорнi метали -металопрокат,Навантаження,4.553
Одеський морський порт,2015,Травень,"Тов ""Новолог""",25,Чорнi метали -металопрокат,Навантаження,5.529
Одеський морський порт,2015,Травень,"Тов ""Новолог""",26,Чорнi метали -металопрокат,Навантаження,5.897
Одеський морський порт,2015,Травень,"Тов ""Новолог""",8,Чорнi метали -металопрокат,Навантаження,0.41
Одеський морський порт,2015,Травень,"Тов ""Новолог""",9,Чорнi метали -металопрокат,Навантаження,6.395
Одеський морський порт,2015,Травень,"Тов ""Новотех-термінал""",13,Чорнi метали -металопрокат,Навантаження,0.136
Одеський морський порт,2015,Травень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,4.508
Одеський морський порт,2015,Травень,"Тов ""Новотех-термінал""",25,Хлiбнi - з них:   зерно,Навантаження,10.432
Одеський морський порт,2015,Травень,"Тов ""Новотех-термінал""",25,Чорнi метали -металопрокат,Навантаження,68.677
Одеський морський порт,2015,Травень,"Тов ""Новотех-термінал""",25,Iншi тарно-штучнi вантажi,Навантаження,5.738
Одеський морський порт,2015,Травень,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,26.485
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",26,Чорнi метали -металопрокат,Навантаження,1.56
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",38,Хiмiчнi та мiнеральнi добрива,Навантаження,0.014
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",42,Хлiбнi - з них:   зерно,Навантаження,30.278
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",43,Руда всяка,Навантаження,10.845
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",43,Хлiбнi - з них:   зерно,Навантаження,150.806
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",43,Iншi сипучi вантажi,Навантаження,4.964
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",43,Чорнi метали -металопрокат,Навантаження,5.805
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",44,Хлiбнi - з них:   зерно,Навантаження,18.438
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",45,Хлiбнi - з них:   зерно,Навантаження,89.392
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",46,Хлiбнi - з них:   зерно,Навантаження,58.799
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",46,Чорнi метали -металопрокат,Навантаження,78.154
Одеський морський порт,2015,Травень,"Тов ""Бруклін-Київ""",47,Хлiбнi - з них:   зерно,Навантаження,96.977
Одеський морський порт,2015,Травень,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Навантаження,1.557
Одеський морський порт,2015,Травень,"Тов ""УНСК""",25,Чорнi метали -металопрокат,Навантаження,0.44
Одеський морський порт,2015,Травень,"Тов ""УНСК""",26,Чорнi метали -металопрокат,Навантаження,10.816
Одеський морський порт,2015,Травень,"Тов ""УНСК""",8,Iншi тарно-штучнi вантажi,Навантаження,0.549
Одеський морський порт,2015,Травень,"Тов ""Олімпекс-Купе""",3,Чорнi метали -брухт,Навантаження,12.909
Одеський морський порт,2015,Травень,"Тов ""Олімпекс-Купе""",4,Руда всяка,Навантаження,22.363
Одеський морський порт,2015,Травень,"Тов ""Олімпекс-Купе""",4,Хлiбнi - з них:   зерно,Навантаження,150.227
Одеський морський порт,2015,Травень,"Тов ""Олімпекс-Купе""",4,Iншi сипучi вантажi,Навантаження,3.035
Одеський морський порт,2015,Травень,"ПП ""Портосан""",23,Хлiбнi - з них:   зерно,Навантаження,9.52
Одеський морський порт,2015,Травень,"ПП ""Портосан""",23,Iншi сипучi вантажi,Навантаження,17.22
Одеський морський порт,2015,Травень,"ПрАТ ""Сінтез Ойл"" (бункер з авто)",24,Нафтопродукти,Навантаження,0.004
Одеський морський порт,2015,Травень,"ПрАТ ""Сінтез Ойл""",2н,Нафтопродукти,Навантаження,108.739
Одеський морський порт,2015,Травень,"ПрАТ ""Сінтез Ойл""",4н,Нафтопродукти,Навантаження,0.72
Одеський морський порт,2015,Травень,"ПрАТ ""Сінтез Ойл""",4н,Хiмiчнi,Навантаження,35.344
Одеський морський порт,2015,Травень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Навантаження,0.301
Одеський морський порт,2015,Травень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Розвантаження,57.878
Одеський морський порт,2015,Травень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),7н,Хiмiчнi,Навантаження,44.9
Одеський морський порт,2015,Червень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,170.986
Одеський морський порт,2015,Червень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,105.948
Одеський морський порт,2015,Червень,"Тов ""Трексім""",10 з,Чорнi метали -брухт,Навантаження,5.289
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,65.999
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,41.936
Одеський морський порт,2015,Червень,"Тов ""Металзюкрейн""",10,Чорнi метали -металопрокат,Навантаження,4.214
Одеський морський порт,2015,Червень,"Тов ""Металзюкрейн""",12,Чорнi метали -металопрокат,Навантаження,14.822
Одеський морський порт,2015,Червень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,2.482
Одеський морський порт,2015,Червень,"Тов ""Металзюкрейн""",7,Руда всяка,Навантаження,33.232
Одеський морський порт,2015,Червень,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,126.69
Одеський морський порт,2015,Червень,"Тов ""Металзюкрейн""",8,Руда всяка,Навантаження,11.343
Одеський морський порт,2015,Червень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,63.462
Одеський морський порт,2015,Червень,Холодильник,21,Хiмiчнi та мiнеральнi добрива,Розвантаження,1.623
Одеський морський порт,2015,Червень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,15.093
Одеський морський порт,2015,Червень,"Тов ""Новолог""",12,Будiвельнi,Навантаження,27.007
Одеський морський порт,2015,Червень,"Тов ""Новолог""",12,Чорнi метали -металопрокат,Навантаження,35.462
Одеський морський порт,2015,Червень,"Тов ""Новолог""",13,Чорнi метали - чавун,Навантаження,31.626
Одеський морський порт,2015,Червень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,34.734
Одеський морський порт,2015,Червень,"Тов ""Новолог""",14,Чорнi метали -металопрокат,Навантаження,7.886
Одеський морський порт,2015,Червень,"Тов ""Новолог""",7,Чорнi метали -металопрокат,Навантаження,3.659
Одеський морський порт,2015,Червень,"Тов ""Новолог""",8,Чорнi метали -металопрокат,Навантаження,1.389
Одеський морський порт,2015,Червень,"Тов ""Новолог""",9,Чорнi метали -металопрокат,Навантаження,9.328
Одеський морський порт,2015,Червень,"Тов ""Новолог""",12,Iншi тарно-штучнi вантажi,Розвантаження,0.001
Одеський морський порт,2015,Червень,"Тов ""Новотех-термінал""",14,Чорнi метали -металопрокат,Навантаження,1.234
Одеський морський порт,2015,Червень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,11.511
Одеський морський порт,2015,Червень,"Тов ""Новотех-термінал""",25,Чорнi метали -металопрокат,Навантаження,13.878
Одеський морський порт,2015,Червень,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,51.38
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",38,Чорнi метали -металопрокат,Навантаження,13.031
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",42,Хлiбнi - з них:   зерно,Навантаження,40.893
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",43,Руда всяка,Навантаження,9.027
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",43,Хлiбнi - з них:   зерно,Навантаження,53.299
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",43,Чорнi метали -металопрокат,Навантаження,15.897
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",44,Хлiбнi - з них:   зерно,Навантаження,21.367
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",45,Хлiбнi - з них:   зерно,Навантаження,60.441
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",46,Хлiбнi - з них:   зерно,Навантаження,22.9
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",46,Чорнi метали -металопрокат,Навантаження,76.105
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",47,Хлiбнi - з них:   зерно,Навантаження,111.873
Одеський морський порт,2015,Червень,"Тов ""Бруклін-Київ""",47,Чорнi метали -металопрокат,Навантаження,20.049
Одеський морський порт,2015,Червень,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Навантаження,25.153
Одеський морський порт,2015,Червень,"Тов ""УНСК""",14,Чорнi метали -брухт,Навантаження,4.009
Одеський морський порт,2015,Червень,"Тов ""УНСК""",26,Чорнi метали -металопрокат,Навантаження,7.278
Одеський морський порт,2015,Червень,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Розвантаження,3.071
Одеський морський порт,2015,Червень,"Тов ""Олімпекс-Купе""",3,Чорнi метали -брухт,Навантаження,11.493
Одеський морський порт,2015,Червень,"Тов ""Олімпекс-Купе""",4,Хлiбнi - з них:   зерно,Навантаження,167.057
Одеський морський порт,2015,Червень,"Тов ""Олімпекс-Купе""",4,Iншi сипучi вантажi,Навантаження,46.193
Одеський морський порт,2015,Червень,"ПП ""Портосан""",23,Хлiбнi - з них:   зерно,Навантаження,24.116
Одеський морський порт,2015,Червень,"ПП ""Портосан""",23,Iншi сипучi вантажi,Навантаження,16.5
Одеський морський порт,2015,Червень,"ПрАТ ""Сінтез Ойл"" (бункер з авто)",24,Нафтопродукти,Навантаження,0.007
Одеський морський порт,2015,Червень,"ПрАТ ""Сінтез Ойл""",2н,Нафтопродукти,Навантаження,5.292
Одеський морський порт,2015,Червень,"ПрАТ ""Сінтез Ойл""",4н,Нафтопродукти,Навантаження,4.003
Одеський морський порт,2015,Червень,"ПрАТ ""Сінтез Ойл""",4н,Хiмiчнi,Навантаження,31.714
Одеський морський порт,2015,Червень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Навантаження,31.2
Одеський морський порт,2015,Червень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Розвантаження,35.451
Одеський морський порт,2015,Червень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),1н,Нафтопродукти,Навантаження,66.63
Одеський морський порт,2015,Червень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),7н,Хiмiчнi,Навантаження,45.312
Одеський морський порт,2015,Липень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,162.187
Одеський морський порт,2015,Липень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,131.317
Одеський морський порт,2015,Липень,"ДП ""Пріста-Ойл""",5,Олiя,Навантаження,3.0
Одеський морський порт,2015,Липень,"Тов ""Трексім""",10 з,Чорнi метали -брухт,Навантаження,2.576
Одеський морський порт,2015,Липень,"Тов ""ОППК",37,Олiя,Розвантаження,14.955
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,64.845
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,35.44
Одеський морський порт,2015,Липень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,2.109
Одеський морський порт,2015,Липень,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,94.53
Одеський морський порт,2015,Липень,"Тов ""Металзюкрейн""",7,Iншi тарно-штучнi вантажi,Навантаження,3.871
Одеський морський порт,2015,Липень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,19.922
Одеський морський порт,2015,Липень,"Тов ""Металзюкрейн""",7,Автотехнiка та сiльгосптехнiка,Розвантаження,0.361
Одеський морський порт,2015,Липень,Холодильник,21,Iншi тарно-штучнi вантажi,Розвантаження,3.002
Одеський морський порт,2015,Липень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,20.975
Одеський морський порт,2015,Липень,"Тов ""Новолог""",12,Будiвельнi,Навантаження,27.129
Одеський морський порт,2015,Липень,"Тов ""Новолог""",12,Чорнi метали -металопрокат,Навантаження,11.954
Одеський морський порт,2015,Липень,"Тов ""Новолог""",13,Чорнi метали - чавун,Навантаження,45.478
Одеський морський порт,2015,Липень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,22.902
Одеський морський порт,2015,Липень,"Тов ""Новолог""",26,Чорнi метали -металопрокат,Навантаження,3.027
Одеський морський порт,2015,Липень,"Тов ""Новолог""",7,Чорнi метали -металопрокат,Навантаження,4.007
Одеський морський порт,2015,Липень,"Тов ""Новолог""",8,Чорнi метали -металопрокат,Навантаження,2.124
Одеський морський порт,2015,Липень,"Тов ""Новолог""",9,Чорнi метали -металопрокат,Навантаження,12.614
Одеський морський порт,2015,Липень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Розвантаження,0.538
Одеський морський порт,2015,Липень,"Тов ""Новолог""",9,Iншi тарно-штучнi вантажi,Розвантаження,3.598
Одеський морський порт,2015,Липень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,13.098
Одеський морський порт,2015,Липень,"Тов ""Новотех-термінал""",25,Хлiбнi - з них:   зерно,Навантаження,39.042
Одеський морський порт,2015,Липень,"Тов ""Новотех-термінал""",25,Чорнi метали -металопрокат,Навантаження,11.701
Одеський морський порт,2015,Липень,"Тов ""Новотех-термінал""",25,Iншi тарно-штучнi вантажi,Навантаження,6.141
Одеський морський порт,2015,Липень,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,47.628
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",38,Чорнi метали -металопрокат,Навантаження,1.053
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",38,Хiмiчнi та мiнеральнi добрива,Навантаження,2.734
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",42,Хлiбнi - з них:   зерно,Навантаження,37.43
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",43,Хлiбнi - з них:   зерно,Навантаження,158.866
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",43,Iншi сипучi вантажi,Навантаження,114.307
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",44,Хлiбнi - з них:   зерно,Навантаження,9.433
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",45,Хлiбнi - з них:   зерно,Навантаження,43.763
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",46,Чорнi метали -металопрокат,Навантаження,31.961
Одеський морський порт,2015,Липень,"Тов ""Бруклін-Київ""",47,Хлiбнi - з них:   зерно,Навантаження,87.498
Одеський морський порт,2015,Липень,"Тов ""УНСК""",14,Лiснi вантажi,Навантаження,1.844
Одеський морський порт,2015,Липень,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Навантаження,6.824
Одеський морський порт,2015,Липень,"Тов ""УНСК""",26,Чорнi метали -металопрокат,Навантаження,0.221
Одеський морський порт,2015,Липень,"Тов ""УНСК""",38,Чорнi метали -металопрокат,Навантаження,0.062
Одеський морський порт,2015,Липень,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Розвантаження,0.495
Одеський морський порт,2015,Липень,"Тов ""Олімпекс-Купе""",3,Чорнi метали -брухт,Навантаження,2.792
Одеський морський порт,2015,Липень,"Тов ""Олімпекс-Купе""",4,Хлiбнi - з них:   зерно,Навантаження,288.642
Одеський морський порт,2015,Липень,"ПП ""Портосан""",23,Хлiбнi - з них:   зерно,Навантаження,40.61
Одеський морський порт,2015,Липень,"ПП ""Портосан""",23,Iншi сипучi вантажi,Навантаження,11.618
Одеський морський порт,2015,Липень,"ПрАТ ""Сінтез Ойл""",2н,Нафтопродукти,Навантаження,14.489
Одеський морський порт,2015,Липень,"ПрАТ ""Сінтез Ойл""",4н,Хiмiчнi,Навантаження,29.855
Одеський морський порт,2015,Липень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Навантаження,32.804
Одеський морський порт,2015,Липень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),7н,Хiмiчнi,Навантаження,51.699
Одеський морський порт,2015,Квітень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,198.567
Одеський морський порт,2015,Квітень,"ДП ""ГПК-Україна""",3,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,0.69
Одеський морський порт,2015,Квітень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,114.34
Одеський морський порт,2015,Квітень,"ДП ""ГПК-Україна""",3,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,0.506
Одеський морський порт,2015,Квітень,"Тов ""Трексім""",10 з,Чорнi метали -брухт,Навантаження,5.639
Одеський морський порт,2015,Квітень,"Тов ""ОППК",37,Олiя,Розвантаження,0.0
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,49.619
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,19.613
Одеський морський порт,2015,Квітень,"Тов ""Металзюкрейн""",10,Чорнi метали -металопрокат,Навантаження,5.246
Одеський морський порт,2015,Квітень,"Тов ""Металзюкрейн""",13,Чорнi метали -металопрокат,Навантаження,32.652
Одеський морський порт,2015,Квітень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,9.215
Одеський морський порт,2015,Квітень,"Тов ""Металзюкрейн""",7,Руда всяка,Навантаження,44.435
Одеський морський порт,2015,Квітень,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,103.693
Одеський морський порт,2015,Квітень,"Тов ""Металзюкрейн""",8,Руда всяка,Навантаження,11.364
Одеський морський порт,2015,Квітень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,86.764
Одеський морський порт,2015,Квітень,Холодильник,21,Хiмiчнi та мiнеральнi добрива,Розвантаження,1.623
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,23.836
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",12,Будiвельнi,Навантаження,37.129
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",12,Чорнi метали -металопрокат,Навантаження,8.767
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,82.468
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",22,Чорнi метали -металопрокат,Навантаження,0.966
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",26,Чорнi метали -металопрокат,Навантаження,5.849
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",7,Чорнi метали -металопрокат,Навантаження,5.465
Одеський морський порт,2015,Квітень,"Тов ""Новолог""",12,Iншi тарно-штучнi вантажi,Розвантаження,3.641
Одеський морський порт,2015,Квітень,"Тов ""Новотех-термінал""",10,Чорнi метали -металопрокат,Навантаження,3.891
Одеський морський порт,2015,Квітень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,12.726
Одеський морський порт,2015,Квітень,"Тов ""Новотех-термінал""",25,Хлiбнi - з них:   зерно,Навантаження,4.004
Одеський морський порт,2015,Квітень,"Тов ""Новотех-термінал""",25,Iншi сипучi вантажi,Навантаження,10.272
Одеський морський порт,2015,Квітень,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,32.211
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",38,Чорнi метали -металопрокат,Навантаження,5.105
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",38,Хiмiчнi та мiнеральнi добрива,Навантаження,3.19
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",42,Хлiбнi - з них:   зерно,Навантаження,3.649
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",43,Руда всяка,Навантаження,11.384
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",43,Хлiбнi - з них:   зерно,Навантаження,252.413
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",43,Iншi сипучi вантажi,Навантаження,20.149
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",44,Хлiбнi - з них:   зерно,Навантаження,22.28
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",44,Iншi сипучi вантажi,Навантаження,5.8
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",45,Хлiбнi - з них:   зерно,Навантаження,55.436
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",46,Хлiбнi - з них:   зерно,Навантаження,85.719
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",46,Чорнi метали -металопрокат,Навантаження,15.465
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",47,Руда всяка,Навантаження,5.389
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",47,Хлiбнi - з них:   зерно,Навантаження,56.785
Одеський морський порт,2015,Квітень,"Тов ""Бруклін-Київ""",47,Iншi сипучi вантажi,Навантаження,15.694
Одеський морський порт,2015,Квітень,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Навантаження,12.494
Одеський морський порт,2015,Квітень,"Тов ""УНСК""",22,Чорнi метали -металопрокат,Навантаження,3.965
Одеський морський порт,2015,Квітень,"Тов ""УНСК""",26,Чорнi метали -металопрокат,Навантаження,3.223
Одеський морський порт,2015,Квітень,"Тов ""УНСК""",38,Чорнi метали -металопрокат,Навантаження,0.04
Одеський морський порт,2015,Квітень,"Тов ""Олімпекс-Купе""",3,Чорнi метали -брухт,Навантаження,10.397
Одеський морський порт,2015,Квітень,"Тов ""Олімпекс-Купе""",4,Руда всяка,Навантаження,33.049
Одеський морський порт,2015,Квітень,"Тов ""Олімпекс-Купе""",4,Хлiбнi - з них:   зерно,Навантаження,85.567
Одеський морський порт,2015,Квітень,"Тов ""Олімпекс-Купе""",4,Iншi сипучi вантажi,Навантаження,1.515
Одеський морський порт,2015,Квітень,"Тов ""Олімпекс-Купе""",7,Хлiбнi - з них:   зерно,Навантаження,44.298
Одеський морський порт,2015,Квітень,"ПП ""Портосан""",23,Хлiбнi - з них:   зерно,Навантаження,23.59
Одеський морський порт,2015,Квітень,"ПП ""Портосан""",23,Iншi сипучi вантажi,Навантаження,7.486
Одеський морський порт,2015,Квітень,"ПрАТ ""Сінтез Ойл"" (бункер з авто)",24,Нафтопродукти,Навантаження,0.008
Одеський морський порт,2015,Квітень,"ПрАТ ""Сінтез Ойл""",2н,Нафтопродукти,Навантаження,178.731
Одеський морський порт,2015,Квітень,"ПрАТ ""Сінтез Ойл""",4н,Хiмiчнi,Навантаження,25.667
Одеський морський порт,2015,Квітень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Навантаження,30.802
Одеський морський порт,2015,Квітень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Розвантаження,27.479
Одеський морський порт,2015,Квітень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),7н,Хiмiчнi,Навантаження,46.095
Одеський морський порт,2015,Серпень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,132.461
Одеський морський порт,2015,Серпень,"ДП ""ГПК-Україна""",2К,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,74.641
Одеський морський порт,2015,Серпень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,85.529
Одеський морський порт,2015,Серпень,"ДП ""ГПК-Україна""",2К,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,54.019
Одеський морський порт,2015,Серпень,"Тов ""Трексім""",10 з,Чорнi метали -брухт,Навантаження,2.302
Одеський морський порт,2015,Серпень,"Тов ""ОППК",37,Iншi наливнi вантажi,Розвантаження,5.163
Одеський морський порт,2015,Серпень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,74.846
Одеський морський порт,2015,Серпень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,51.094
Одеський морський порт,2015,Серпень,"Тов ""Металзюкрейн""",13,Чорнi метали -металопрокат,Навантаження,25.114
Одеський морський порт,2015,Серпень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,5.362
Одеський морський порт,2015,Серпень,"Тов ""Металзюкрейн""",47,Чорнi метали -металопрокат,Навантаження,2.808
Одеський морський порт,2015,Серпень,"Тов ""Металзюкрейн""",7,Руда всяка,Навантаження,16.092
Одеський морський порт,2015,Серпень,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,112.586
